variant,use_prior,prior_model,seed,source_features,removed_source_features,process_id,device,assigned_gpu_id,dataloader_workers,best_epoch,checkpoint,history_csv,per_feature_csv,loss,pearson_mean,spearman_mean,rmse_mean,n_valid_pearson,n_targets
prior_scgpt,True,scgpt,1,400,5,3229927,cuda,,4,37,/yzyStorage/home/shezixi/code/NicheEmbedding/BINN/outputs/h5mu/nichetrans_h5mu_prior_scgpt_best.pth,/yzyStorage/home/shezixi/code/NicheEmbedding/BINN/outputs/h5mu/nichetrans_h5mu_prior_scgpt_history.csv,/yzyStorage/home/shezixi/code/NicheEmbedding/BINN/outputs/h5mu/nichetrans_h5mu_prior_scgpt_validation_metrics.csv,1.2088819226592522,0.6594567773518739,0.5670418559077176,1.052740342087216,27,27
