variant,use_prior,prior_model,seed,source_features,removed_source_features,process_id,device,assigned_gpu_id,dataloader_workers,best_epoch,checkpoint,history_csv,per_feature_csv,loss,pearson_mean,spearman_mean,rmse_mean,n_valid_pearson,n_targets
baseline,False,,1,405,0,3260508,cuda,,4,35,/yzyStorage/home/shezixi/code/NicheEmbedding/BINN/outputs/h5mu/nichetrans_h5mu_baseline_best.pth,/yzyStorage/home/shezixi/code/NicheEmbedding/BINN/outputs/h5mu/nichetrans_h5mu_baseline_history.csv,/yzyStorage/home/shezixi/code/NicheEmbedding/BINN/outputs/h5mu/nichetrans_h5mu_baseline_validation_metrics.csv,1.2324487550439258,0.6545450830901111,0.564382901651072,1.061083777083291,27,27
